n,Codice_IPA,tipo,email
1,c_l512,Mail2,info@comune.ussana.ca.it
1,c_l513,Mail2,protocollo@comune.ussaramanna.vs.it
2,c_l514,Mail3,protocollotalana@tiscali.it
1,c_l515,Mail2,usseaux@ruparpiemonte.it
1,c_l516,Mail2,ragioneria@comune.usseglio.to.it
1,c_l517,Mail2,INFO@COMUNE.USSITA.MC.IT
1,c_l525,Mail2,comunevacone@virgilio.it
1,c_l527,Mail2,info@comune.vadena.bz.it
1,c_l528,Mail4,info@comune.vado-ligure.sv.it
1,c_l531,Mail2,protocollo@comune.vaglioserra.at.it
1,c_l532,Mail2,ragioneria.vaglio@libero.it
1,c_l533,Mail2,sindaco@comune.vagli-sotto.lu.it
1,c_l534,Mail2,info@comune.sciara.pa.it
1,c_l535,Mail2,protocollo@comune.vaianocremasco.cr.it
1,c_l537,Mail2,vaiano@comune.vaiano.po.it
1,c_l538,Mail2,info@comune.vaie.to.it
1,c_l540,Mail2,segreteria@comune.vairano-patenora.ce.it
1,c_l544,Mail2,info@comune.valbondione.bg.it
1,c_l546,Mail2,ragioneria@comune.valbrevenna.ge.it
1,c_l552,Mail2,info@valdaora.eu
1,c_l555,Mail2,protocollo@valdellatorre.gov.it
1,c_l556,Mail2,comune@comune.valdengo.bi.it
1,c_l557,Mail2,info@comune.valdidentro.so.it
1,c_l558,Mail2,protocollo@comune.valdieri.cn.it
1,c_l561,Mail2,info@comune.secugnago.lo.it
1,c_l5618r,Mail2,ufficioragioniere@comune.valdina.me.it
1,c_l562,Mail2,info@comune.valdinizza.pv.it
1,c_l563,Mail2,info@comune.valdisotto.so.it
1,c_l564,Mail2,info@comune.valdivizze.bz.it
1,c_l565,Mail2,resp.finanziario@comune.valdobbiadene.tv.it
1,c_l566,Mail2,tributi.valduggia@anutel.it
1,c_l567,Mail2,info@comune.valeggiosulmincio.vr.it
1,c_l568,Mail2,valeggio@libero.it
1,c_l569,Mail2,info@comune.valentano.vt.it
1,c_l570,Mail2,comune@comune.valenza.al.it
1,c_l572,Mail2,ragioneria@comune.valerafratta.lo.it
2,c_l573,Mail3,protocollo@comune.valfabbrica.pg.it
1,c_l574,Mail2,municipio@comune.valfenera.at.it
1,c_l576,Mail2,info@comune.valfurva.so.it
1,c_l578,Mail2,protocollo@comune.valgioie.to.it
1,c_l580,Mail2,info@comune.valgrana.cn.it
1,c_l581,Mail2,ragioneria@comune.valgreghentino.lc.it
1,c_l582,Mail2,info@comune.valgrisenche.ao.it
1,c_l584,Mail2,vallada@agordino.bl.it
1,c_l586,Mail2,vallanzengo@ptb.provincia.biella.it
1,c_l590,Mail2,ragioneria@comune.valledicadore.bl.it
1,c_l595,Mail2,info@valleaurina.eu
1,c_l596,Mail2,comune@vallebona.info
1,c_l597,Mail2,amministrazione@comune.vallecastellana.te.it
1,c_l603,Mail3,protocollo@comune.valledolmo.pa.it
1,c_l604,Mail2,protocollo@comune.valledoria.ss.it
1,c_l605,Mail2,protocollo@comune.vallemaio.fr.it
1,c_l609,Mail2,info@comune.vallelunga.cl.it
1,c_l611,Mail2,info@comunevallepietra.it
1,c_l612,Mail4,segreteria@vallerano.net
1,c_l613,Mail2,RAGIONERIAVALLERMOSA@SERVIZIPOSTACERT.IT
1,c_l620,Mail2,vallesnicolao@ptb.provincia.biella.it
1,c_l624,Mail2,info@comune.vallidelpasubio.vi.it
1,c_l632,Mail2,info@comune.valleve.bg.it
1,c_l633,Mail2,info@comune.valmacca.al.it
1,c_l634,Mail2,protocollo@comune.valmadrera.lc.it
1,c_l638,Mail2,segreteria@comune.valmasino.so.it
1,c_l639,Mail2,info@comune.serrasanbruno.vv.it
1,c_l639a,Mail2,protocollo@comune.valmontone.rm.gov.it
1,c_l640,Mail2,protocollo@comune.valmorea.co.it
1,c_l641,Mail2,l.galli@comune.valmozzola.pr.it
1,c_l642,Mail2,info@comune.valnegra.bg.it
1,c_l643,Mail2,info@comune.valpelline.ao.it
1,c_l647,Mail2,info@comune.valsavarenche.ao.it
3,c_l651,Mail4,protocollo@comune.valstrona.vb.it
1,c_l653,Mail2,info@comune.valtopina.pg.it
1,c_l654,Mail2,info@comune.valtournenche.ao.it
1,c_l655,Mail2,info@comune.valtorta.bg.it
1,c_l658,Mail2,info@comunevalverde.gov.it
1,c_l660c,Mail2,info@casies.eu
1,c_l664,Mail2,info@comune.vanzaghello.mi.it
1,c_l665,Mail2,segreteria@comune.vanzago.mi.it
1,c_l666,Mail2,info@comune.vanzoneconsancarlo.vb.it
1,c_l669,Mail2,info@comune.varallo.vc.it
1,c_l672,Mail2,segreteria@comune.varano-demelegari.pr.it
1,c_l676,Mail2,comune.varcosabino@libero.it
1,c_l677,Mail2,protocollo@comune.varedo.mb.it
1,c_l681,Mail2,cosap.vareseligure@liguriainrete.it
1,c_l685,Mail2,info@comunevarisella.to.it
1,c_l690,Mail2,a.belcredi@comune.varzi.pv.it
1,c_l691,Mail2,municipio@comune.varzo.vb.it
1,c_l693,Mail2,lucinasco@libero.it
1,c_l693f,Mail2,comunedivasia@libero.it
1,c_l696,Mail2,info@comune.vastogirardi.is.it
1,c_l698,Mail2,demografici@comune.vaudacanavese.to.it
1,c_l699,Mail2,comunevazzano@libero.it
1,c_l700,Mail2,info@comune.vazzola.tv.it
1,c_l706,Mail2,comune@vedelago.gov.it
1,c_l707,Mail2,comunedivedeseta@tin.it
1,c_l709,Mail2,protocollo@comune.veduggioconcolzano.mb.it
1,c_l715,Mail2,info@comune.veleso.co.it
1,c_l716,Mail2,municipio@comune.velezzolomellina.pv.it
1,c_l717,Mail3,ragioneria@comune.siamaggiore.or.it
1,c_l719,Mail2,sindaco@comune.velletri.rm.it
1,c_l720,Mail2,comune@comune.vellezzobellini.pv.it
1,c_l722,Mail2,comune@veloveronese.net
1,c_l724,Mail2,info@comune.velturno.bz.it
1,c_l726,Mail2,info@comune.venaus.to.it
1,c_l728,Mail2,segreteria@comune.venarotta.ap.it
1,c_l729,Mail2,sindaco.venasca@ruparpiemonte.it
1,c_l733,Mail2,ufficiotributi@comunevenegonoinferiore.it
1,c_l734,Mail2,segreteria@comune.venegonosuperiore.va.it
1,c_l738,Mail2,protocollo@comune.venosa.pz.it
1,c_l739,Mail3,ragioneria@comune.venticano.av.it
1,c_l740,Mail2,info@comunediventimigliadisicilia.it
1,c_l742,Mail2,ragioneria@comune.ventotene.lt.it
1,c_l743,Mail2,comune.venzone@comunedivenzone.it
1,c_l744,Mail3,protocollo@comune.veranobrianza.mb.it
1,c_l745,Mail2,info@comune.verano.bz.it
1,c_l746,Mail2,sindaco@comune.verbania.it
1,c_l747,Mail2,finanziario.buonvicino@tiscali.it
1,c_l747a,Mail2,comune.verbicaro.cs@libero.it
1,c_l749,Mail2,ragioneria@comune.verceia.so.it
1,c_l758,Mail2,protocollo@comune.verduno.cn.it
1,c_l764,Mail2,segreteria@comune.verghereto.fc.it
1,c_l769,Mail2,comune@comune.vermiglio.tn.it
1,c_l771,Mail2,protocollo@comune.vernante.cn.it
1,c_l773,Mail2,info@comune.vernate.mi.it
1,c_l774,Mail2,protocollo@comune.vernazza.sp.it
1,c_l776,Mail2,protocollo@comune.vernole.le.it
1,c_l777,Mail2,ced@comune.verolanuova.bs.it
1,c_l779,Mail2,protocollo.verolengo@ruparpiemonte.it
1,c_l785,Mail2,info@comune.verrone.bi.it
1,c_l787,Mail2,ragioneria@comune.verruasavoia.to.it
2,c_l788,Mail3,protocollo@comune.verruapo.pv.it
1,c_l795,Mail2,info@comune.vertova.bg.it
1,c_l799,Mail2,ragioneria@comune.vervio.so.it
1,c_l804,Mail2,protocollo@comune.verzuolo.cn.it
1,c_l805,Mail2,segreteria@comune.vescovana.pd.it
1,c_l806,Mail2,protocollo@comune.vescovato.cr.it
1,c_l807,Mail2,sindaco@comunevesime.it
1,c_l808,Mail2,municipio@comune.vespolate.no.it
1,c_l809,Mail2,protocollo@comune.vessalico.im.it
1,c_l812,Mail2,info@comune.vestone.bs.it
1,c_l822,Mail2,somano@comune.somano.cn.it
1,c_l823,Mail2,vezziportio@comune.vezzi-portio.sv.it
1,c_l826,Mail2,r.torelli@comune.viadana.mn.it
1,c_l827,Mail2,protocollo@comune.viadanica.bg.it
1,c_l829,Mail2,comuneviale@yahoo.it
1,c_l834,Mail2,info@comune.viarigi.at.it
1,c_l836,Mail2,comune_vicalvi@libero.it
1,c_l837,Mail2,statocivile@comune.roccapalumba.pa.it
1,c_l841,Mail2,ragioneria.vicoforte@ruparpiemonte.it
1,c_l843,Mail2,coc.vico@virgilio.it
1,c_l844,Mail2,n.ucciero@comunevillaliterno.it
1,c_l846,Mail3,protocollo@comune.vicoli.pe.it
1,c_l850,Mail2,info@comune.vicopisano.pi.it
1,c_l851,Mail2,protocollo@comunedivicovaro.it
1,c_l856,Mail2,ragioneria@comune.vidor.tv.it
1,c_l857,Mail2,ragioneria.vidracco@libero.it
1,c_l859,Mail2,comune@comune.vietridipotenza.pz.it
1,c_l865,Mail2,info@comune.vigano-san-martino.bg.it
1,c_l866,Mail2,segreteria@comune.vigano.lc.it
1,c_l868,Mail2,protocollo@comune.vigarano.fe.it
1,c_l872,Mail2,gr-sic-sysadm@comune.vigevano.pv.it
1,c_l876,Mail2,protocollo@comune.viggiu.va.it
1,c_l879,Mail2,vigliano@comune.vigliano.at.it
1,c_l880,Mail3,urp@vigliano.info
1,c_l881,Mail2,ragioneria@comune.vignalemonferrato.al.it
1,c_l887,Mail2,protocollo@comune.specchia.le.it
1,c_l888,Mail2,info@comune.vignolo.cn.it
1,c_l889,Mail2,protocollo@comune.vignone.vb.it
1,c_l890,Mail2,rag1.vigo@cmcs.it
1,c_l892,Mail2,protocollo@vigodarzerenet.it
2,c_l894,Mail3,protocollo@comune.vigolo.bg.it
1,c_l897,Mail2,comune.vigolzone@comune.vigolzone.pc.it
1,c_l903,Mail2,info@comune.spilamberto.mo.it
1,c_l906,Mail2,municipio@comune.villadossola.vb.it
1,c_l907,Mail2,info@comune.villadichiavenna.so.it
1,c_l911,Mail2,info@comune.spinetoscrivia.al.it
1,c_l912,Mail2,segreteria@comune.villa-bartolomea.vr.it
1,c_l913,Mail2,info@comune.villabasilica.lu.gov.it
1,c_l915,Mail2,info@niederdorf.eu
1,c_l916,Mail2,protocollo@comune.villabate.pa.it
1,c_l917,Mail2,villa.biscossi@libero.it
1,c_l920,Mail2,p.ciraci@comune.villacastelli.br.it
1,c_l923,Mail2,segreteria@comune.villachiara.bs.it
1,c_l923tr,Mail2,segreteria@comune.roccafranca.bs.it
1,c_l926,Mail2,sindaco@comune.villacollemandina.lu.it
1,c_l928,Mail2,info@comune.villacortese.mi.it
1,c_l929,Mail2,protocollo@comune.villadadda.bg.it
1,c_l933,Mail2,villadelbosco@ptb.provincia.biella.it
1,c_l934,Mail2,protocollo@comune.villa-del-conte.pd.it
1,c_l937,Mail2,info@comune.villaestense.pd.it
1,c_l944,Mail2,villafrancasicula@virgilio.it
1,c_l945,Mail2,info@comune.villafrancadasti.at.it
1,c_l948,Mail2,info@comune.villafrancapiemonte.to.it
1,c_l952,Mail2,ragioneria@comunevillaga.vi.it
1,c_l953,Mail2,info@comune.villagrandestrisaili.og.it
1,c_l958,Mail2,anagrafe@comunevillalago.it
1,c_l959,Mail2,protocollo@comune.villalba.cl.it
1,c_l963,Mail2,donatella.dania@comune.villalvernia.al.it
1,c_l964,Mail2,info@comunedivillamagna.it
1,c_l969,Mail2,info@comune.villa-minozzo.re.it
1,c_l970,Mail2,protocollo@comune.villamiroglio.al.it
1,c_l971c,Mail2,info@comune.proves.bz.it
1,c_l972,Mail2,info@comune.villanovamonferrato.al.it
1,c_l975,Mail2,protocollo@comunevillanovadalbenga.it
1,c_l977,Mail2,ragioneria@comune.villanova.lo.it
1,c_l981,Mail2,info@comune.villeneuve.ao.it
1,c_l982,Mail3,protocollo@comune.villanovacanavese.to.it
1,c_l984,Mail2,protocollo_segreteria@comune.villanova.at.it
1,c_l985,Mail2,INFO@COMUNE.VILLANOVADELGHEBBO.RO.IT
1,c_l986,Mail2,info@comune.villanovaforru.ca.it
1,c_l990y,Mail2,villanova.solaro@tiscali.it
1,c_l991,Mail2,ragioneria@comune.villanovatruschedu.or.it
1,c_l994,Mail2,segreteria@comune.villanterio.pv.it
1,c_l999,Mail2,protocollo@comune.villardora.to.it
2,c_m002,Mail3,protocollo@comune.villarbasse.to.it
1,c_m003,Mail2,villarboit@reteunitaria.piemonte.it
1,c_m004,Mail2,contabile@comune.villareggia.to.it
1,c_m013,Mail2,ragioneria@comunevillarpellice.it
1,c_m015,Mail2,comune.villarsc@afpdronero.it
1,c_m018,Mail2,contenuti@comune.villasangiovanni.rc.it
1,c_m019,Mail2,villasansecondo@libero.it
1,c_m025,Mail2,segreteria@comune.villasor.ca.it
1,c_m028,Mail2,villata@reteunitaria.piemonte.it
1,c_m043,Mail2,protocollo@comune.villesse.go.it
1,c_m048,Mail2,mail@comune.villorba.tv.it
1,c_m050,Mail2,info@comune.vilminore.bg.it
1,c_m053,Mail3,protocollo@comune.vimodrone.milano.it
1,c_m058,Mail2,protocollo@comune.vinchio.at.it
1,c_m059,Mail2,protocollo@comune.vinci.fi.it
1,c_m060,Mail2,segreteria@comune.vinovo.to.it
1,c_m062,Mail2,municipio@comune.vinzaglio.no.it
1,c_m063,Mail2,viola@reteunitaria.piemonte.it
1,c_m065,Mail2,uff.segreteria@comune.vione.bs.it
1,c_m067,Mail2,ragioneria@vipiteno.eu
1,c_m069,Mail2,virle.piemonte@ruparpiemonte.it
1,c_m071,Mail2,info@comune.vische.to.it
1,c_m077,Mail2,info@comune.visone.al.it
1,c_m080,Mail2,protocollo@comune.vistrorio.to.it
1,c_m0807,Mail2,ragioneria@comune.roncocanavese.to.it
1,c_m081,Mail2,protocollo@comune.vita.tp.it
1,c_m082,Mail2,protocollo@comuneviterbo.it
1,c_m083,Mail3,comunevallerotonda@libero.it
1,c_m086,Mail2,e.romaldini@comune.vitorchiano.vt.it
1,c_m090,Mail2,demografici@comunedicorfinio.it
1,c_m091,Mail2,uff.protocollo@comune.vittuone.mi.it
1,c_m093,Mail3,servizioamministrativo@comune.vitulano.bn.it
1,c_m094,Mail2,comunedimonastero.to@libero.it
1,c_m094to,Mail2,segreteria@comune.viu.to.it
1,c_m095,Mail2,urp@comune.ciciliano.rm.it
1,c_m0954j,Mail2,vivaroromano@libero.it
1,c_m098,Mail2,viverone@ptb.provincia.biella.it
1,c_m102,Mail2,domenico.puglia@unioneaddetta.mi.gov.it
1,c_m105,Mail2,serviziosegreteria@comunedivobbia.com
1,c_m106,Mail2,sindaco.vocca@reteunitaria.piemonte.it
1,c_m110,Mail2,p.bacilieri@comune.voghiera.fe.it
1,c_m115,Mail2,ragioneria@comune.volla.na.it
1,c_m119,Mail2,protocollo@comune.volpara.pv.it
1,c_m121,Mail2,comune.volpeglino@tiscalinet.it
1,c_m122,Mail2,info@comune.volpiano.to.it
1,c_m123,Mail2,info@comune.voltaggio.al.it
1,c_m127,Mail2,ragioneria@comune.voltido.cr.it
1,c_m131,Mail2,affarigenerali@comune.volturaraappula.fg.it
1,c_m136,Mail2,info@comune.marmora.cn.it
1,c_m136v,Mail2,info@comune.vottignasco.cn.it
1,c_m139,Mail2,segreteria@comunezafferanaetnea.it
1,c_m140,Mail2,gallellido@tiscali.it
1,c_m141,Mail2,antonio.pisicchio@comunedizagarolo.it
1,c_m143,Mail2,comunedizambrone@virgilio.it
1,c_m147,Mail2,comune@comune.zanica.bg.it
1,c_m153,Mail2,area.finanziaria@comune.zeddiani.or.it
1,c_m161,Mail2,comunezeme@libero.it
1,c_m162,Mail2,protocollo@comune.zenevredo.pv.it
1,c_m163,Mail2,segreteria@comune.zensondipiave.tv.it
1,c_m165,Mail2,comune.zerba@sintranet.it
1,c_m166,Mail2,protocollo@comune.zerbo.pv.it
1,c_m169,Mail2,zeri@comune.zeri.ms.it
1,c_m171,Mail2,segreteria@comunezerobranco.it
1,c_m172,Mail2,comunedizevio@comune.zevio.vr.it
2,c_m173,Mail3,protocollo@comune.ziano.tn.it
1,c_m177,Mail2,info@comunezignago.it
1,c_m178,Mail2,info@zimella.com
1,c_m1803,Mail2,info@comune.zinasco.pv.it
1,c_m184,Mail2,info@comune.zogno.bg.it
1,c_m189,Mail2,zoppe@clz.bl.it
1,c_m196,Mail2,comunezubiena@tiscali.it
1,c_m200,Mail2,ragioneria@com-zuglio.regione.fvg.it
1,c_m202a,Mail2,SEGRETARIO@COMUNE.ZUMPANO.CS.IT
1,c_m203,Mail3,info@comunezungoli.it
1,c_m204,Mail2,ragioneriazungri@libero.it
1,c_m208,Mail2,protocollo@comune.lamezia-terme.cz.it
2,c_m210,Mail3,protocollo@comune.termevigliatore.me.it
1,c_m212,Mail2,supporto.informatico@comunediladispoli.it
1,c_m214,Mail2,protocollo@comunebadesi.ot.it
1,c_m255,Mail2,molina.aterno@tin.it
1,c_m257,Mail3,COMUNECP.SEGRETERIA@PEC.IT
1,c_m258,Mail2,area.amministrativa@comune.aviglianoumbro.tr.it
1,c_m260,Mail2,comune-casapesenna@libero.it
1,c_m262,Mail4,manutenzione@comunedicellole.it
1,c_m267,Mail2,info@comune.zapponeta.fg.it
1,c_m268,Mail2,info@comune.blufi.pa.it
1,c_m271,Mail2,info@comune.mazzarrone.ct.it
1,c_m272,Mail4,statocivile@comuneciampino.legalmail.it
1,c_m279,Mail2,MARIOPRIVITERA@COMUNE.PRIOLOGARGALLO.SR.IT
1,c_m283,Mail2,maniaceced@katamail.com
1,c_m284,Mail2,ragioneria@comunesmcoghinas.it
1,c_m287,Mail2,natale.belvedere@tiscali.it
1,c_m288,Mail2,protocollo@comune.castiadas.su.it
1,c_m291,Mail2,protocollo.piscinas@tiscali.it
1,c_m292,Mail2,comunedierula@libero.it
1,c_m300,Mail2,amministrazione@comune.duecarrare.pd.it
1,c_m301,Mail2,AMMINISTRATIVO@PEC.COMUNE.PADRU.SS.IT
1,c_m313,Mail2,comune@comune.ledro.tn.it
1,c_m315,Mail2,info@comune.gravedonaeduniti.co.it
1,c_m318,Mail2,comune@comune.trecastelli.an.it
1,c_m323,Mail2,PROTOCOLLO@COMUNE.FISCAGLIA.FE.IT
1,c_m324,Mail2,m.zanni@comune.poggiotorriana.rn.it
1,c_m326,Mail2,urp@comune.scarperiaesanpiero.fi.it
1,c_m330,Mail2,info@montoro.gov.it
1,c_m3330,Mail2,info@comune.santomobonoterme.bg.it
1,c_m334,Mail2,protocollo@comune.valbrembilla.bg.it
1,c_m336,Mail2,segreteria@comune.colverde.co.it
1,c_m337,Mail2,info@comune.verderio.lc.it
1,c_m338,Mail2,info@comune.cornalebastida.pv.it
1,c_m339,Mail2,info@comune.maccagnoconpinoeveddasca.va.it
1,c_m341,Mail2,info@comune.tremezzina.co.it
1,c_m344,Mail2,comune@comune.predaia.tn.it
1,c_m345,Mail2,segreteria@comune.sanlorenzodorsino.tn.it
1,c_m346,Mail2,PROTOCOLLO@VALVASONEARZENE.IT
1,c_m347,Mail2,protocollo@comune.sillanogiuncugnano.lu.it
1,c_m352,Mail2,info@comune.borgochiese.tn.it
1,c_m353,Mail2,info@comune.borgolares.tn.it
1,c_m355,Mail2,protocollo@comune.cembralisignago.tn.it
1,c_m356,Mail2,info@comune.conta.tn.it
1,c_m357,Mail2,info@comune.madruzzo.tn.it
1,c_m358,Mail2,protocollo@comuneportedirendena.tn.it
1,c_m363,Mail2,comune@comune.villedanaunia.tn.it
1,c_m384,Mail2,protocollo@comune.valliona.vi.it
1,c_m385,Mail2,comunecasalidelmanco@comune.casalidelmanco.cs.it
1,c_m387,Mail2,info@comune.montaltocarpasio.im.it
1,c_m389,Mail2,protocollo@comune.altosermenza.vc.it
2,c_m391,Mail3,protocollo@comune.rio.li.it
1,c_m394,Mail2,protocollo@comune.centrovalleintelvi.co.it
1,c_m396,Mail2,protocollo@comune.borgomantovano.mn.it
1,c_m401,Mail2,protocollo@comune.barbaranomossano.vi.it
1,c_m404,Mail2,comune@comune.vallecannobina.vb.it
1,c_m408,Mail2,urp@comune.tavarnelle-val-di-pesa.fi.it
2,c_m414,Mail3,protocollo@quaregnacerreto.it
1,c_m423,Mail2,info@comune.valbrenta.vi.it
1,c_mo7,Mail2,info@comune.trevisobresciano.bs.it
1,c_p0f4,Mail2,comunepaganicosabino@tiscali.it
1,c_q769,Mail2,protocollo@comune.luvinate.va.it
1,c_rlzv,Mail2,info@comune.castello-tesino.tn.it
1,c_v5k5,Mail2,info@comune.martello.bz.it
1,c_wfs6,Mail2,finanziario@comune.aladeisardi.ot.it
1,c_xz49,Mail2,ragioneria@comune.villalagarina.tn.it
1,ca081,Mail2,comunevillalatina@virgilio.it
1,cb369,Mail2,protocollo@comunecairo.it
1,cb417,Mail2,callabiana@ptb.provincia.biella.it
1,cdacuti,Mail2,comune@comune.abetonecutigliano.pt.it
1,cdb_ot,Mail2,protocollo@comunebudduso.ss.it
1,cdmo,Mail2,volpi@comunemontalcino.com
1,cdtdr,Mail2,segreteriagenerale@comune.terredelreno.fe.it
1,cdtro,Mail2,comune.terreroveresche@provincia.ps.it
1,cfv,Mail2,info@comune.fabbrichedivergemoli.lu.it
1,cl837,Mail2,info@comune.vicari.pa.it
1,cp_390,Mail2,compaz@libero.it
1,e049,Mail2,protocollo@comune.girasole.og.it
1,f_756,Mail2,protocollo@com-mortegliano.regione.fvg.it
1,gsu_tv,Mail2,segreteria@comunegodega.tv.it
1,novm_so,Mail2,ragioneria@comune.novatemezzola.so.it
1,pes_mi,Mail3,protocollo@comune.pessanoconbornago.mi.it
1,A690_bpe,Mail2,info@comune.bascape.pv.it
1,C_A127,Mail2,finanze@comune.albairate.mi.it
1,C_A861,Mail2,info@comune.bienno.bs.it
1,C_B172,Mail2,info@comune.brienno.co.it
1,C_D459,Mail3,info@comune.faeto.fg.it
1,C_E127,Mail2,anagrafestatocivile@comune.graffignana.lo.it
1,C_G056,Mail2,ragioneria@comune.oltronadisanmamette.co.it
1,C_I410,Mail2,affarigenerali@comune.sanza.sa.it
1,C_I567,Mail2,ragioneria@comune.sedrina.bg.it
1,C_d394,Mail2,affarigenerali@comunedielice.gov.it
1,c_3740,Mail2,daniela.defanti@clz.bl.it
1,c_670,Mail2,ANAGRAFE@COMUNE.MONTICELLIPAVESE.PV.IT
1,c_B306,Mail2,segreteria@comune.buttigliera.at.it
1,c_D586,Mail2,ufficioanagrafe@comune.filacciano.rm.it
1,c_H522,Mail2,ragioneria@comune.ronca.vr.it
1,c_I287,Mail2,amministrativo.comune.santangeloinvado@emarche.it
1,c_L263,Mail2,anagrafe@comune.torredepasseri.pe.it
1,c_a005,Mail2,finanziario@comune.abbadia-lariana.lc.it
1,c_a015,Mail2,anagrafe@comune.accadia.fg.it
1,c_a029,Mail4,ufficioelettorale-comune-acisantantonio@legalmail.it
1,c_a045,Mail2,segreteria@comune.acquasparta.tr
1,c_a047,Mail2,info@comuneacquavivapicena.it
1,c_a132,Mail4,ragioneria@comune.albanolaziale.rm.it
1,c_a158,Mail2,affari.generali@comune.albiano.tn.it
1,c_a160,Mail2,comune.albidona@libero.it
1,c_a179,Mail2,buchhaltung@gemeinde.aldein.bz.it
1,c_a183,Mail2,alessandria.carretto@libero.it
1,c_a203,Mail2,settorecontabile@comunedialiminusa.it
1,c_a210,Mail3,e.sgamma@comune.allumiere.rm.it
1,c_a221,Mail2,segreteria.sindaco@comune.alpette.to.it
1,c_a226,Mail2,areafinanziaria@comunealtare.it
1,c_a227,Mail2,demografici@comune.altavillamonferrato.al.it
1,c_a231,Mail2,demografici.altavillavicentina@legalmail.it
1,c_a240,Mail2,areaamministrativa@comune.altomonte.cs.it
1,c_a245,Mail2,anagrafe@comune.alzanoscrivia.al.it
1,c_a267,Mail2,elena.tavoschi@comune.ampezzo.ud.it
1,c_a271,Mail2,edilizia.comune.ancona@emarche.it
1,c_a291,Mail2,c.leonardi@comune.anghiari.ar.it
1,c_a295,Mail2,ragioneria@comune.angrogna.to.it
1,c_a309,Mail2,alessandra.appodia@virgilio.it
1,c_a312,Mail2,anagrafe@comune.antignano.at.it
1,c_a328,Mail2,ragioneria@comune.apice.bn.it
1,c_a329,Mail2,info@comune.apiro.mc.it
1,c_a339,Mail2,dirigente.ragioneria@comune.apricena.fg.it
1,c_a358,Mail2,arborio@mclink.it
1,c_a387,Mail2,anagrafe@comunearenapo.it
1,c_a402,Mail2,comunearielli@comune.arielli.ch.it
1,c_a441,Mail2,ragioneria@comune.arsagoseprio.va.it
1,c_a445,Mail2,a_cerrone@libero.it
1,c_a454,Mail2,resp.amministrativo@comunediarzana.it
1,c_a501,Mail2,ragioneria@comune.auronzo.bl.it
1,c_a570,Mail2,anagrafe@comune.bagnolocremasco.cr.it
1,c_a581,Mail2,sindaco@comunebajardo.it
1,c_a593,Mail2,demografici@comune.balestrino.sv.it
1,c_a605,Mail2,info@comune.balzola.al.it
1,c_a609,Mail2,comune.villaverde@tiscali.it
1,c_a614,Mail2,comune.baradili@tiscali.it
1,c_a625,Mail2,ragioneria.barbania@ruparpiemonte.it
1,c_a628,Mail2,comune@comunebarbaranoromano.it
1,c_a661,Mail2,anagrafe@comune.barghe.bs.it
1,c_a681,Mail2,affarigenerali@comune.barumini.ca.it
1,c_a734,Mail2,ced@comune.beinasco.to.it
1,c_a740,Mail2,anagrafe.comune.belforteisauro@emarche.it
1,c_a820,Mail2,ragioneria@comune.besate.mi.it
1,c_a849,Mail2,SEGRETERIA@BIASSONO.ORG
1,c_a853,Mail2,info@comune.bibiana.to.it
1,c_a857,Mail2,responsabileamministrazione@comuneblera.gov.it
1,c_a863,Mail2,info@comune.bieno.tn.it
1,c_a892,Mail2,affarigenerali@comune.bitetto.ba.it
1,c_a941,Mail2,info@comune.bollengo.to.it
1,c_a946,Mail2,info@comune.bolognetta.pa.it
1,c_a947,Mail2,info@comune.bolognola.mc.it
1,c_a953,Mail2,finanziario@comune.bolzanonovarese.no.it
1,c_a954,Mail2,commercio.comune.bolzanovic@legalmail.it
1,c_a956,Mail2,carminemartorella@comunedibomba.it
1,c_a961,Mail2,affarigenerali@comune.bonassola.sp.it
1,c_a971,Mail2,calandrella@tiscali.it
1,c_a983,Mail2,demografico@comune.bordano.ud.it
1,c_b009,Mail2,info@comuneborgodale.info
1,c_b026,Mail2,comune.borgo-pace@provincia.ps.it
1,c_b064,Mail2,demografici@comune.borutta.ss.it
1,c_b073,Mail2,claudia.nottegar@comune.boscochiesanuova.vr.it
1,c_b083,Mail2,info@comune.bossico.bg.it
1,c_b097,Mail2,info@comunedibova.it
1,c_b100,Mail2,chiara.mozzoni@comune.bovegno.bs.it
1,c_b104,Mail2,a.decarlo@comune.bovino.fg.it
1,c_b144,Mail2,ragioneria@comune.brenna.co.it
1,c_b145,Mail2,info@comunebrennero.eu
1,c_b149,Mail2,info@comune.breno.bs.it
1,c_b150,Mail2,affarigenerali@comune.brenta.va.it
1,c_b196,Mail2,lavoripubblici@comune.brogliano.vi.it
1,c_b203,Mail2,anag.bronzolo.branzoll@legalmail.it
1,c_b288,Mail2,mbica@comunebusetopalizzolo.gov.it
1,c_b332,Mail2,claudio.lombardelli@comune.cadeo.pc.it
1,c_b362,Mail2,info@comune.caiazzo.ce.it
1,c_b365,Mail2,uffici.demografici@comune.caino.bs.it
1,c_b399,Mail2,segreteria.sindaco@comune.calderaradireno.bo.it
1,c_b439,Mail2,anagrafe@comune.calvatone.cr.it
1,c_b446,Mail2,andrea.bellinelli@comune.calvidellumbria.tr.it
1,c_b448,Mail2,ragioneria@comune.calvignasco.mi.it
1,c_b481,Mail2,comune.camini2@libero.it
1,c_b483,Mail2,segreteria@comune.caminoaltagliamento.ud.it
1,c_b484,Mail2,demografici@comune.camisano.cr.it
